time_s,Tstar,Hstar_raw,Hstar_smooth
0.005,0.006134691489126103,0.6092281592905222,0.6269044617934251
0.01,0.012269382978252205,0.6107465756672202,0.6291236828018344
0.015,0.01840407446737831,0.612976488141045,0.6312649641102579
0.02,0.02453876595650441,0.6161874281746786,0.6333160689223891
0.025,0.030673457445630516,0.6204480342151341,0.6352700325177599
0.03,0.03680814893475662,0.6251037298530542,0.6371427669753752
0.035,0.042942840423882724,0.6302265017523853,0.6389332444418765
0.04,0.04907753191300882,0.6354363272918339,0.6406600107291229
0.045,0.05521222340213492,0.6405155723711037,0.6423361212700374
0.05,0.06134691489126103,0.6453838797839313,0.6439601342408647
0.055,0.06748160638038714,0.6496963831867676,0.6455568709918612
0.06,0.07361629786951324,0.6535351138943363,0.6489206332124066
0.065,0.07975098935863933,0.6569603398113404,0.652347852115676
0.07,0.08588568084776545,0.6599804314800947,0.6577750446952642
0.075,0.09202037233689155,0.6626255228529518,0.6592317063995081
0.08,0.09815506382601764,0.6652337838396045,0.6626000923481915
0.085,0.10428975531514376,0.6675808839058972,0.6658882008100617
0.09,0.11042444680426984,0.6700150376123122,0.6690812039672958
0.095,0.11655913829339595,0.672506111006497,0.6721641145631704
0.1,0.12269382978252207,0.6748163806865851,0.6751676245861888
0.105,0.12882852127164815,0.6774916060117926,0.6780743551961075
0.11,0.13496321276077428,0.6798671659219725,0.6809330946967295
0.115,0.14109790424990037,0.6827181726358805,0.6837522136303742
0.12,0.14723259573902647,0.6853599157918093,0.6850918073213259
0.125,0.15336728722815257,0.6883649404843897,0.6893764208743478
0.13,0.15950197871727867,0.6911841391374844,0.6922128389287854
0.135,0.1656366702064048,0.6941540075523257,0.695078195143812
0.14,0.1717713616955309,0.6972795680543022,0.6993692739442823
0.145,0.17790605318465696,0.7001774498051975,0.7009009038199258
0.15,0.1840407446737831,0.7035892828544906,0.7038485305080323
0.155,0.1901754361629092,0.7064252225922246,0.7068308351571757
0.16,0.1963101276520353,0.7097299126998301,0.7098281270630424
0.165,0.20244481914116141,0.712736611500876,0.7128438341620117
0.17,0.2085795106302875,0.7159190916906223,0.7173949020069151
0.175,0.21471420211941358,0.7191300317242559,0.7173949020069151
0.18,0.22084889360853968,0.7221903019961431,0.720414324032285
0.185,0.2269835850976658,0.7254062643551655,0.7248986108933716
0.19,0.2331182765867919,0.7283393023838023,0.727873820511406
0.195,0.23925296807591803,0.7315335013327966,0.7323610131464694
0.2,0.24538765956504413,0.7344062714567352,0.7352511939984312
0.205,0.2515223510541702,0.7374447783185918,0.7366168918235011
0.21,0.2576570425432963,0.7404347360349982,0.7394485267108992
0.215,0.2637917340324224,0.7431970150003233,0.7422240391050337
0.22,0.26992642552154855,0.7462556111637475,0.7449549086067991
0.225,0.27606111701067465,0.7487533809917866,0.7476147480780279
0.23,0.28219580849980075,0.7516278252241881,0.750217907019838
0.235,0.2883304999889268,0.7541406620284011,0.752739592683075
0.24,0.29446519147805295,0.7566334095310489,0.7551880161711567
0.245,0.30059988296717904,0.7593270500493586,0.7575596698282537
0.25,0.30673457445630514,0.7613928998937284,0.7598387692031363
0.255,0.31286926594543124,0.7639308483249003,0.7632735933419984
0.26,0.31900395743455734,0.7658895552275848,0.7653232880396927
0.265,0.3251386489236835,0.7680156729766527,0.7672935462907782
0.27,0.3312733404128096,0.7700848710379509,0.7691339774304934
0.275,0.3374080319019357,0.7717757205864235,0.7708839230077384
0.28,0.3435427233910618,0.7737963695022692,0.7725162624653992
0.285,0.34967741488018783,0.7751457009241184,0.7725162624653992
0.29,0.35581210636931393,0.7768231576048801,0.7740347625475192
0.295,0.36194679785844003,0.7781440291828445,0.775889483398765
0.3,0.3680814893475662,0.7793945882053283,0.7771024945599881
0.305,0.3742161808366923,0.780708763349436,0.7781987167259963
0.31,0.3803508723258184,0.7814286299888847,0.7791598941425885
0.315,0.3864855638149445,0.7826021800220335,0.7800081090975975
0.32,0.3926202553040706,0.7830642339580507,0.7807186485613189
0.325,0.3987549467931967,0.7837522925366862,0.7813061809126736
0.33,0.40488963828232283,0.7842746143774015,0.7817578713201059
0.335,0.4110243297714489,0.7845106636708026,0.7824213763079385
0.34,0.417159021260575,0.7849308648952239,0.782538229078714
0.345,0.42329371274970107,0.7846864450595056,0.782538229078714
0.35,0.42942840423882717,0.784800284435045,0.7825279333116615
0.355,0.43556309572795326,0.7844135653798999,0.7823897356579721
0.36,0.44169778721707936,0.7841155740733378,0.7816964076236481
0.365,0.4478324787062055,0.7837020692827708,0.7812251859508043
0.37,0.4539671701953316,0.7829370017148002,0.7806200356008539
0.375,0.4601018616844577,0.7824230504164021,0.7798927550524943
0.38,0.4662365531735838,0.7812612191425015,0.7790374450663768
0.385,0.4723712446627099,0.780454298862935,0.7780583307733864
0.39,0.47850593615183606,0.7791602130203901,0.7769509478842858
0.395,0.48464062764096216,0.7779381138417937,0.7752779554927617
0.4,0.49077531913008826,0.7766306351315403,0.7738602367401646
0.405,0.49691001061921436,0.7749448079084589,0.7723491027352853
0.41,0.5030447021083404,0.7735938023781442,0.7723491027352853
0.415,0.5091793935974666,0.7715329748591657,0.7707169306884708
0.42,0.5153140850865926,0.7698940226730739,0.7678919483892302
0.425,0.5214487765757188,0.7677913424424997,0.7660061050644473
0.43,0.5275834680648448,0.7657907828282193,0.7640209313041434
0.435,0.533718159553971,0.7637132142246015,0.7619416885920626
0.44,0.5398528510430971,0.7612556229996928,0.759774037009201
0.445,0.5459875425322231,0.7592065142399624,0.7575182954333616
0.45,0.5521222340213493,0.7564459093831003,0.7551823560901594
0.455,0.5582569255104753,0.7541908852823166,0.7527665378573971
0.46,0.5643916169996015,0.7514721331370504,0.7491178344043625
0.465,0.5705263084887275,0.7488789391265741,0.7465414651839463
0.47,0.5766609999778536,0.7462154325606146,0.7451163404943829
0.475,0.5827956914669797,0.7433342918943564,0.7424472535668779
0.48,0.5889303829561059,0.7407344014500233,0.7397200511598427
0.485,0.5950650744452319,0.7375971221888012,0.7369489233354946
0.49,0.6011997659343581,0.7349336156228418,0.734134188971636
0.495,0.6073344574234841,0.7317896399277629,0.7312876465469647
0.5,0.6134691489126103,0.7288833876345481,0.7284065058807075
0.505,0.6196038404017364,0.725898452243533,0.7255051961934337
0.51,0.6257385318908625,0.722798003368513,0.7225845943991005
0.515,0.6318732233799886,0.72000559045084,0.7196458165700169
0.52,0.6380079148691147,0.7166138467031146,0.7152260107865956
0.525,0.6441426063582408,0.7138431971954698,0.7122720464021617
0.53,0.650277297847367,0.7105200918947597,0.7093092929482927
0.535,0.656411989336493,0.707597098516908,0.7063833698806279
0.54,0.6625466808256192,0.7046037925835732,0.7034480718055657
0.545,0.6686813723147452,0.7014782320815967,0.7005564679614096
0.55,0.6748160638038714,0.6987025602485606,0.6991646939040292
0.555,0.6809507552929974,0.695518405950349,0.6963170354070487
0.56,0.6870854467821236,0.6928582476013179,0.693507721965835
0.565,0.6932201382712495,0.6897577987262977,0.6907343619968683
