Tstar,Hstar_min,Hstar_med,Hstar_max,pixel_x,pixel_y_q85,pixel_y_median,pixel_y_q15
1.905829596412556,0.7294520547945206,0.7397260273972602,0.7494863013698629,340.0,252.0,251.0,250.05
1.9282511210762332,0.7397260273972602,0.7397260273972602,0.75,341.0,251.0,251.0,250.0
1.9506726457399104,0.7414383561643835,0.7431506849315069,0.7534246575342467,342.0,250.83333333333334,250.66666666666666,249.66666666666666
1.9730941704035874,0.7431506849315069,0.7465753424657533,0.7568493150684931,343.0,250.66666666666666,250.33333333333334,249.33333333333334
1.9955156950672646,0.7448630136986302,0.75,0.7602739726027398,344.0,250.5,250.0,249.0
2.0179372197309418,0.7465753424657533,0.7534246575342467,0.7636986301369864,345.0,250.33333333333334,249.66666666666666,248.66666666666666
2.0403587443946187,0.7482876712328768,0.7568493150684931,0.7671232876712328,346.0,250.16666666666666,249.33333333333334,248.33333333333334
2.062780269058296,0.75,0.7602739726027398,0.7705479452054794,347.0,250.0,249.0,248.0
2.085201793721973,0.75,0.7602739726027398,0.7705479452054794,348.0,250.0,249.0,248.0
2.10762331838565,0.75,0.7602739726027398,0.7705479452054794,349.0,250.0,249.0,248.0
2.1300448430493275,0.75,0.7602739726027398,0.7705479452054794,350.0,250.0,249.0,248.0
2.1524663677130045,0.75,0.7602739726027398,0.7705479452054794,351.0,250.0,249.0,248.0
2.1748878923766815,0.75,0.7602739726027398,0.7684931506849316,352.0,250.0,249.0,248.2
2.197309417040359,0.75,0.7551369863013698,0.7602739726027398,353.0,250.0,249.5,249.0
2.219730941704036,0.75,0.75,0.7602739726027398,354.0,250.0,250.0,249.0
2.242152466367713,0.7402397260273974,0.75,0.7602739726027398,355.0,250.95,250.0,249.0
2.2645739910313902,0.7397260273972602,0.75,0.7684931506849316,356.0,251.0,250.0,248.2
2.286995515695067,0.7397260273972602,0.75,0.7705479452054794,357.0,251.0,250.0,248.0
2.309417040358744,0.7315068493150684,0.7397260273972602,0.7705479452054794,358.0,251.8,251.0,248.0
2.3318385650224216,0.7294520547945206,0.7397260273972602,0.7705479452054794,359.0,252.0,251.0,248.0
2.3542600896860986,0.7294520547945206,0.7397260273972602,0.7607876712328768,360.0,252.0,251.0,248.95
2.376681614349776,0.7294520547945206,0.7397260273972602,0.7602739726027398,361.0,252.0,251.0,249.0
2.399103139013453,0.7294520547945206,0.7397260273972602,0.7592465753424658,362.0,252.0,251.0,249.1
2.42152466367713,0.7294520547945206,0.7397260273972602,0.7592465753424658,363.0,252.0,251.0,249.1
2.4439461883408073,0.7294520547945206,0.7397260273972602,0.7592465753424658,364.0,252.0,251.0,249.1
2.4663677130044843,0.7304794520547945,0.75,0.7602739726027398,365.0,251.9,250.0,249.0
2.4887892376681613,0.7397260273972602,0.75,0.7602739726027398,366.0,251.0,250.0,249.0
2.5112107623318387,0.7407534246575342,0.7602739726027398,0.7695205479452055,367.0,250.9,249.0,248.1
2.5336322869955157,0.75,0.7602739726027398,0.7705479452054794,368.0,250.0,249.0,248.0
2.5560538116591927,0.7566780821917809,0.7602739726027398,0.7705479452054794,369.0,249.35,249.0,248.0
2.57847533632287,0.7602739726027398,0.7602739726027398,0.7705479452054794,370.0,249.0,249.0,248.0
2.600896860986547,0.7602739726027398,0.7654109589041096,0.7705479452054794,371.0,249.0,248.5,248.0
2.623318385650224,0.7602739726027398,0.7705479452054794,0.7772260273972603,372.0,249.0,248.0,247.35
2.6457399103139014,0.7602739726027398,0.7705479452054794,0.7808219178082192,373.0,249.0,248.0,247.0
2.6681614349775784,0.7654109589041096,0.7705479452054794,0.7808219178082192,374.0,248.5,248.0,247.0
2.690582959641256,0.7705479452054794,0.7808219178082192,0.782876712328767,375.0,248.0,247.0,246.8
2.713004484304933,0.7705479452054794,0.7808219178082192,0.791095890410959,376.0,248.0,247.0,246.0
2.7354260089686098,0.7705479452054794,0.7808219178082192,0.791095890410959,377.0,248.0,247.0,246.0
2.757847533632287,0.7772260273972603,0.791095890410959,0.7946917808219177,378.0,247.35,246.0,245.65
2.780269058295964,0.7808219178082192,0.791095890410959,0.8013698630136986,379.0,247.0,246.0,245.0
2.802690582959641,0.7808219178082192,0.791095890410959,0.8013698630136986,380.0,247.0,246.0,245.0
2.8251121076233185,0.7808219178082192,0.791095890410959,0.8013698630136986,381.0,247.0,246.0,245.0
2.8475336322869955,0.7808219178082192,0.791095890410959,0.8013698630136986,382.0,247.0,246.0,245.0
2.8699551569506725,0.7808219178082192,0.791095890410959,0.8013698630136986,383.0,247.0,246.0,245.0
2.89237668161435,0.7808219178082192,0.791095890410959,0.8013698630136986,384.0,247.0,246.0,245.0
2.914798206278027,0.7808219178082192,0.791095890410959,0.8013698630136986,385.0,247.0,246.0,245.0
2.937219730941704,0.7808219178082192,0.791095890410959,0.8013698630136986,386.0,247.0,246.0,245.0
2.9596412556053813,0.779109589041096,0.791095890410959,0.8013698630136986,387.0,247.16666666666666,246.0,245.0
2.9820627802690582,0.7773972602739725,0.791095890410959,0.8013698630136986,388.0,247.33333333333334,246.0,245.0
3.004484304932735,0.7756849315068494,0.791095890410959,0.8013698630136986,389.0,247.5,246.0,245.0
3.0269058295964126,0.7739726027397261,0.791095890410959,0.8013698630136986,390.0,247.66666666666666,246.0,245.0
3.0493273542600896,0.7722602739726027,0.791095890410959,0.8013698630136986,391.0,247.83333333333334,246.0,245.0
3.071748878923767,0.7705479452054794,0.791095890410959,0.8013698630136986,392.0,248.0,246.0,245.0
3.094170403587444,0.7700342465753424,0.7808219178082192,0.791609589041096,393.0,248.05,247.0,245.95
3.116591928251121,0.7602739726027398,0.7756849315068494,0.791095890410959,394.0,249.0,247.5,246.0
3.1390134529147984,0.7602739726027398,0.7705479452054794,0.791095890410959,395.0,249.0,248.0,246.0
